run,timestamp,latency_ms
1,2026-04-02T23:34:59.420239,244.44706999929622
2,2026-04-02T23:34:59.490938,70.66001501516439
3,2026-04-02T23:34:59.570990,80.00645198626444
4,2026-04-02T23:34:59.642100,71.07171299867332
5,2026-04-02T23:34:59.717855,75.71428900700994
6,2026-04-02T23:34:59.788628,70.71902600000612
7,2026-04-02T23:34:59.862215,73.5377149831038
8,2026-04-02T23:34:59.936183,73.93171600415371
9,2026-04-02T23:35:00.014329,78.11659900471568
10,2026-04-02T23:35:00.088669,74.30921998457052
11,2026-04-02T23:35:00.161617,72.91780598461628
12,2026-04-02T23:35:00.237335,75.6856299994979
13,2026-04-02T23:35:00.311274,73.90851399395615
14,2026-04-02T23:35:00.390782,79.47509500081651
15,2026-04-02T23:35:00.468789,77.97144399955869
16,2026-04-02T23:35:00.543599,74.77395600290038
17,2026-04-02T23:35:00.614717,71.08874301775359
18,2026-04-02T23:35:00.687655,72.90729897795245
19,2026-04-02T23:35:00.760135,72.4468819971662
20,2026-04-02T23:35:00.830453,70.28589301626198
21,2026-04-02T23:35:00.905457,74.97183501254767
22,2026-04-02T23:35:00.976481,70.98344399128109
23,2026-04-02T23:35:01.051905,75.38732400280423
24,2026-04-02T23:35:01.130818,78.87857998139225
25,2026-04-02T23:35:01.202985,72.137808019761
26,2026-04-02T23:35:01.275750,72.72315400769003
27,2026-04-02T23:35:01.351558,75.7639619987458
28,2026-04-02T23:35:01.423853,72.26286799414083
29,2026-04-02T23:35:01.496492,72.60841599781998
30,2026-04-02T23:35:01.571346,74.82104198425077
31,2026-04-02T23:35:01.658336,86.94810498855077
32,2026-04-02T23:35:01.730039,71.66459498694167
33,2026-04-02T23:35:01.825598,95.52241399069317
34,2026-04-02T23:35:01.900018,74.38211698899977
35,2026-04-02T23:35:01.971380,71.33237400557846
36,2026-04-02T23:35:02.045765,74.35239301412366
37,2026-04-02T23:35:02.120797,75.00233099563047
38,2026-04-02T23:35:02.195697,74.87021698034368
39,2026-04-02T23:35:02.540669,344.9408170126844
40,2026-04-02T23:35:02.614684,73.98301200009882
41,2026-04-02T23:35:02.687671,72.95600100769661
42,2026-04-02T23:35:02.759467,71.75627100514248
43,2026-04-02T23:35:02.830156,70.65136000164784
44,2026-04-02T23:35:02.902549,72.36350199673325
45,2026-04-02T23:35:02.977664,75.08469899767078
46,2026-04-02T23:35:03.051606,73.90878998558037
47,2026-04-02T23:35:03.124085,72.44385400554165
48,2026-04-02T23:35:03.198038,73.9213899942115
49,2026-04-02T23:35:03.273130,75.05944999866188
50,2026-04-02T23:35:03.344636,71.47600798634812
51,2026-04-02T23:35:03.441138,96.47014198708348
52,2026-04-02T23:35:03.516992,75.8213929948397
53,2026-04-02T23:35:03.589729,72.70804699510336
54,2026-04-02T23:35:03.660622,70.8611450099852
55,2026-04-02T23:35:03.738063,77.41098999395035
56,2026-04-02T23:35:03.813937,75.84176899399608
57,2026-04-02T23:35:03.886367,72.39980998565443
58,2026-04-02T23:35:03.959138,72.74288701592013
59,2026-04-02T23:35:04.034514,75.34784500603564
60,2026-04-02T23:35:04.108773,74.22962598502636
61,2026-04-02T23:35:04.185172,76.36370198451914
62,2026-04-02T23:35:04.260339,75.12920300359838
63,2026-04-02T23:35:04.332938,72.56667499314062
