sec_idx,binance_mid,coinbase_mid,poly_mid,poly_shifted_for_binance,poly_shifted_for_coinbase
0,66945.33500000,66945.97500000,66944.17986504,66944.17986504,66944.17986504
1,66945.33500000,66945.04000000,66944.17986504,66944.17986504,66944.17986504
2,66945.33500000,66946.35500000,66944.12371258,66944.12371258,66944.12371258
3,66945.33500000,66946.35500000,66945.71900000,66945.71900000,66945.71900000
