ts,side,entry_edge,exit_edge,duration_sec,entry_trend,entry_speed,entry_depth,entry_imbalance,latency_ms,pnl,exit_reason,exit_rsi,rsi_band_lower,rsi_band_upper,rsi_slope,entry_book_px,entry_exec_px,exit_book_px,exit_exec_px,shares_bought,shares_sold,cost_usd,cost_basis_usd,proceeds_usd,entry_up_bid,entry_up_ask,entry_down_bid,entry_down_ask,exit_up_bid,exit_up_ask,exit_down_bid,exit_down_ask,strategy_name,entry_profile,performance_key
1774475479.1091578,UP,17.688832116225967,29.638832116223057,0.7110335826873779,UP,43.551485140685735,17.688832116225967,0.7646006181752953,154.99999999883585,0.6928785500214083,RSI_RANGE_EXIT,99.95302296601676,14.991060483246436,85.00893951675356,0.056340454730559486,0.7,0.7006999999999999,0.75,0.74925,14.271442842871418,14.271442842871418,10.0,10.0,10.692878550021408,0.69,0.7,0.3,0.31,0.75,0.76,0.24,0.28,latency,latency,latency:latency
1774475491.5683436,UP,27.47020052516018,-7.51720519043738,12.042088508605957,UP,51.903988567280706,29.638832116223057,0.2561145443456519,139.999999984866,-0.5317759163912985,PNL_SL,100.0,14.997813481313168,85.00218651868683,0.0,0.78,0.7807799999999999,0.74,0.73926,12.807705115397425,12.807705115397425,10.0,10.0,9.468224083608701,0.76,0.78,0.22,0.24,0.74,0.76,0.24,0.26,latency,latency,latency:latency
1774475584.6226296,UP,7.780965694371844,-4.727610994799761,7.2345404624938965,UP,56.77687603493765,7.780965694371844,0.3582460274490364,408.99999998509884,-0.5806552997564225,PNL_SL,100.0,14.997095103669864,85.00290489633014,0.0,0.89,0.89089,0.84,0.83916,11.224730325853923,11.224730325853923,10.0,10.0,9.419344700243578,0.88,0.89,0.11,0.12,0.84,0.85,0.15,0.16,latency,latency,latency:latency
1774475651.1838696,DOWN,-11.826228608028032,-12.030333439470269,2.5972349643707275,DOWN,-19.452451848990357,11.826228608028032,0.030790073280184807,248.99999998160638,-2.0159840159840154,PNL_SL,89.96605063444358,14.999117178324806,85.00088282167519,29.274531542122865,0.1,0.1001,0.08,0.07992,99.9000999000999,99.9000999000999,10.0,10.0,7.984015984015985,0.9,0.91,0.09,0.1,0.88,0.92,0.08,0.1,soft,soft_flow,soft:soft_flow
1774475753.7441535,DOWN,-8.059190771338763,-21.87380936309637,3.354844808578491,DOWN,-13.87514872590117,8.059190771338763,0.5140323168478069,51.99999999604188,1.4585414585414576,RSI_RANGE_EXIT,3.2961685320742475,14.992949172563213,85.00705082743679,-0.580589361757724,0.54,0.54054,0.62,0.61938,18.5000185000185,18.5000185000185,10.0,10.0,11.458541458541458,0.46,0.47,0.53,0.54,0.36,0.38,0.62,0.64,latency,latency,latency:latency
1774475797.7642777,UP,12.049999999988358,13.559999999997672,0.17227840423583984,UP,25.16264015550623,12.049999999988358,0.7766990291224433,502.0000000076834,0.7679162942320854,RSI_RANGE_EXIT,99.95532254409729,14.995616938018708,85.00438306198129,0.004866476562874311,0.38,0.38037999999999994,0.41,0.40958999999999995,26.289499973710505,26.289499973710505,10.0,10.0,10.767916294232085,0.36,0.38,0.62,0.64,0.41,0.42,0.58,0.59,latency,latency,latency:latency
1774475799.6996863,UP,20.105999999999767,6.7834100000036415,1.446737289428711,UP,81.86755359847598,20.105999999999767,0.20607934054562765,212.99999998882413,0.8872945236581611,RSI_RANGE_EXIT,99.9797516112619,14.993491707383434,85.00650829261657,0.0,0.44,0.44043999999999994,0.48,0.47952,22.704568159113617,22.704568159113617,10.0,10.0,10.887294523658161,0.43,0.44,0.56,0.57,0.48,0.49,0.51,0.52,latency,latency,latency:latency
1774475817.273576,UP,20.053343486055383,2.140035925345728,15.302409648895264,UP,3.9724305143776504,21.285999999992782,0.7853576706466575,855.9999999997672,-0.6853146853146832,PNL_SL,43.4098479628591,14.999002644733656,85.00099735526635,0.0,0.6,0.6005999999999999,0.56,0.55944,16.650016650016653,16.650016650016653,10.0,10.0,9.314685314685317,0.59,0.6,0.4,0.41,0.56,0.59,0.41,0.44,latency,latency,latency:latency
1774476061.1670008,UP,22.34719000000041,31.58719000000565,0.38869643211364746,UP,41.429527881227955,22.34719000000041,0.9640407908777966,693.9999999885913,0.8403665300217042,RSI_RANGE_EXIT,99.72903286582823,14.992261002675741,85.00773899732425,-0.13548356708588472,0.58,0.5805799999999999,0.63,0.62937,17.224155155189642,17.224155155189642,10.0,10.0,10.840366530021704,0.57,0.58,0.42,0.43,0.63,0.64,0.36,0.37,latency,latency,latency:latency
1774476105.3386877,UP,8.05000000000291,16.137972000418813,0.6901454925537109,UP,80.9925902725873,8.05000000000291,0.9120395821830015,277.00000000186265,0.6928785500214083,RSI_RANGE_EXIT,100.0,14.996271215838028,85.00372878416196,0.0,0.7,0.7006999999999999,0.75,0.74925,14.271442842871418,14.271442842871418,10.0,10.0,10.692878550021408,0.69,0.7,0.3,0.31,0.75,0.76,0.24,0.25,latency,latency,latency:latency
1774476127.7325656,DOWN,-12.64999999999418,-3.6387327724078204,2.027125358581543,DOWN,-15.361471659945154,12.64999999999418,0.012928009455891612,414.0000000188593,-0.9704581133152548,PNL_SL,40.79045802161755,14.995345539604354,85.00465446039564,0.0,0.21,0.21020999999999998,0.19,0.18981,47.57147614290472,47.57147614290472,10.0,10.0,9.029541886684745,0.79,0.8,0.2,0.21,0.8,0.81,0.19,0.2,latency,latency,latency:latency
1774476174.182834,DOWN,-14.880704999988666,-5.0801300000021,2.9983527660369873,DOWN,-29.326200619471017,16.060000000012224,0.02463764765712354,1027.0000000018626,-0.9272545636181988,PNL_SL,29.63998911559233,14.998163881150544,85.00183611884945,-5.743314878797754,0.11,0.11010999999999999,0.1,0.0999,90.81827263645447,90.81827263645447,10.0,10.0,9.072745436381801,0.89,0.9,0.1,0.11,0.89,0.9,0.1,0.11,soft,soft_flow,soft:soft_flow
1774476213.019058,DOWN,-5.442739990452537,-12.158854999986943,2.0202102661132812,DOWN,-29.614743432755922,6.130000000004657,0.7435897435761247,374.0000000107102,-2.5149850149850144,PNL_SL,21.639814046283618,14.996293460781102,85.0037065392189,-0.022532786952353945,0.04,0.04004,0.03,0.02997,249.75024975024976,249.75024975024976,10.0,10.0,7.485014985014986,0.96,0.97,0.03,0.04,0.96,0.97,0.03,0.04,latency,latency,latency:latency
1774476234.003463,DOWN,-8.476569999998901,-11.46600000000035,2.0014877319335938,DOWN,-31.8647902754897,8.476569999998901,0.7172829386075342,878.999999986263,-2.0159840159840154,PNL_SL,0.11571195097853604,14.995430524265684,85.00456947573431,0.0,0.05,0.05005,0.04,0.03996,199.8001998001998,199.8001998001998,10.0,10.0,7.984015984015985,0.95,0.96,0.04,0.05,0.95,0.96,0.04,0.05,latency,latency,latency:latency
1774476314.2865374,DOWN,-11.803029999995488,7.4614601902867435,6.402807712554932,DOWN,-95.07504419761696,11.803029999995488,0.08333333333319444,624.0000000107102,-0.6341350956735567,PNL_SL,100.0,14.997494796638236,85.00250520336176,0.0,0.65,0.65065,0.61,0.60939,15.369246138476909,15.369246138476909,10.0,10.0,9.365864904326443,0.35,0.36,0.64,0.65,0.36,0.39,0.61,0.64,latency,latency,latency:latency
1774476386.0640194,DOWN,-9.921448834589683,0.06252999999560416,6.459182977676392,DOWN,-9.812844208503591,9.921448834589683,0.46669826973137385,410.00000000349246,-0.6437312687312691,PNL_SL,37.92931034680361,14.9971978474198,85.0028021525802,0.0,0.64,0.64064,0.6,0.5993999999999999,15.60939060939061,15.60939060939061,10.0,10.0,9.356268731268731,0.36,0.37,0.63,0.64,0.38,0.4,0.6,0.62,latency,latency,latency:latency
1774476453.1337605,DOWN,-11.237421270867344,-20.512300000002142,2.7796404361724854,DOWN,-39.75209503840267,11.237421270867344,0.2579851480715487,1119.0000000060536,0.4609847983341968,RSI_RANGE_EXIT,100.0,14.994699049616061,85.00530095038394,47.80869155979766,0.83,0.8308299999999998,0.87,0.86913,12.036156614469869,12.036156614469869,10.0,10.0,10.460984798334197,0.17,0.18,0.82,0.83,0.12,0.13,0.87,0.88,latency,latency,latency:latency
1774476517.7491803,UP,24.718691839269013,4.937764701273409,3.4778859615325928,UP,51.372396714827815,24.718691839269013,0.3965952235140316,84.00000000256114,-1.2674825174825166,PNL_SL,56.85289280959138,14.997739585555603,85.0022604144444,0.0,0.08,0.08008,0.07,0.06993,124.87512487512488,124.87512487512488,10.0,10.0,8.732517482517483,0.07,0.08,0.92,0.93,0.07,0.08,0.92,0.93,latency,latency,latency:latency
1774476619.5632186,UP,7.379999999990105,0.061224560922710225,11.661481142044067,UP,19.578856074418987,7.379999999990105,0.917125609647359,680.9999999823049,0.8116883116883145,RSI_RANGE_EXIT,87.86599848231306,14.999114763165348,85.00088523683465,0.0,0.48,0.4804799999999999,0.52,0.51948,20.812520812520816,20.812520812520816,10.0,10.0,10.811688311688314,0.47,0.48,0.52,0.53,0.52,0.53,0.47,0.48,latency,latency,latency:latency
1774476699.10056,UP,9.572586480848258,-8.227539999992587,8.427508115768433,UP,136.6279784951066,9.572586480848258,0.3356747179481237,375.9999999892898,-0.6158021083394214,PNL_SL,14.816148692097443,14.99707552258877,85.00292447741123,-3.717973733215942,0.67,0.67067,0.63,0.62937,14.910462671656703,14.910462671656703,10.0,10.0,9.384197891660579,0.66,0.67,0.33,0.34,0.63,0.66,0.34,0.37,latency,latency,latency:latency
1774476777.3437226,UP,7.648441193407052,3.045721411006525,2.742194890975952,UP,19.38962257191152,7.648441193407052,0.3389740877752784,198.00000000395812,0.7720850577993463,RSI_RANGE_EXIT,98.99341713791831,14.996371786889192,85.0036282131108,0.0,0.63,0.6306299999999999,0.68,0.67932,15.857158714301574,15.857158714301574,10.0,10.0,10.772085057799346,0.62,0.63,0.37,0.38,0.68,0.69,0.31,0.32,latency,latency,latency:latency
1774476859.5081685,UP,10.78514044531039,-6.848647698730929,12.755596160888672,UP,41.03827696596891,10.78514044531039,0.7605309881045045,834.0000000025611,0.42357642357642256,RSI_RANGE_EXIT,1.9096443416013642,14.999161955111102,85.0008380448889,-12.889739928479017,0.9,0.9008999999999999,0.94,0.9390599999999999,11.1000111000111,11.1000111000111,10.0,10.0,10.423576423576423,0.89,0.9,0.1,0.11,0.94,0.95,0.04,0.05,latency,latency,latency:latency
1774476936.8654664,DOWN,-11.771999999997206,-2.1867564729909645,4.338290691375732,DOWN,-40.96067228002171,12.060163852205733,0.9178076402955592,251.99999997857958,-0.6248297157388052,PNL_SL,39.90126923577358,14.996047007956943,85.00395299204305,0.0,0.66,0.6606599999999999,0.62,0.61938,15.136378772742411,15.136378772742411,10.0,10.0,9.375170284261195,0.34,0.35,0.65,0.66,0.37,0.38,0.62,0.63,soft,soft_flow,soft:soft_flow
1774476943.5221481,DOWN,-8.017999999996391,-4.889999999999418,3.0219390392303467,DOWN,-8.880363462418503,8.017999999996391,0.32042839317842714,364.000000001397,0.13595779220779214,RSI_RANGE_EXIT,100.0,14.996407140179489,85.00359285982051,38.37816723611508,0.64,0.64064,0.65,0.64935,15.60939060939061,15.60939060939061,10.0,10.0,10.135957792207792,0.36,0.37,0.63,0.64,0.34,0.35,0.65,0.66,latency,latency,latency:latency
1774476994.4550064,DOWN,-20.368452440670808,-12.809362074476667,3.4205291271209717,DOWN,-34.41436474590939,28.108452440676047,0.9155934934300973,1034.0000000142027,0.8756627987397234,RSI_RANGE_EXIT,100.0,14.99668938966939,85.00331061033062,17.110063479251558,0.78,0.7807799999999999,0.85,0.84915,12.807705115397425,12.807705115397425,10.0,10.0,10.875662798739723,0.22,0.23,0.77,0.78,0.14,0.15,0.85,0.86,latency,latency,latency:latency
1774477012.643429,UP,12.113999135879567,-2.353848865473992,2.031801223754883,UP,70.17616062066425,12.113999135879567,0.6911764705862025,266.00000000325963,-1.4985014985014988,PNL_SL,65.9596526635313,14.994701956885221,85.00529804311478,0.0,0.27,0.27027,0.23,0.22977,37.000037000037,37.000037000037,10.0,10.0,8.501498501498501,0.26,0.27,0.73,0.74,0.23,0.24,0.76,0.77,latency,latency,latency:latency
1774477018.505274,UP,5.926069428882329,-2.864000000001397,3.2625949382781982,UP,15.792347766409712,5.946069428886403,0.9869658063999233,853.9999999920838,-0.7082572599813943,PNL_SL,15.347759652095448,14.997596537029565,85.00240346297043,0.0,0.29,0.29028999999999994,0.27,0.26973,34.448310310379284,34.448310310379284,10.0,10.0,9.291742740018606,0.28,0.29,0.71,0.72,0.27,0.28,0.72,0.73,latency,latency,latency:latency
1774477027.48764,UP,10.903391968458891,-2.8430218798312126,3.8031859397888184,UP,24.508346751261335,10.903391968458891,0.35376289036658465,487.99999998300336,-0.732838589981446,PNL_SL,95.74571909801195,14.994866464219001,85.005133535781,0.0,0.42,0.42041999999999996,0.39,0.38961,23.78573807145236,23.78573807145236,10.0,10.0,9.267161410018554,0.41,0.42,0.58,0.59,0.39,0.41,0.59,0.61,latency,latency,latency:latency
1774477144.1995203,DOWN,-10.269832075064187,-13.639001882562297,0.502593994140625,DOWN,-52.92884957466459,10.269832075064187,0.5868533734487511,781.0000000172295,0.8606099782570382,RSI_RANGE_EXIT,17.24231432438168,14.996286153431809,85.00371384656819,0.0,0.68,0.68068,0.74,0.73926,14.691191161779399,14.691191161779399,10.0,10.0,10.860609978257038,0.32,0.33,0.67,0.68,0.23,0.26,0.74,0.77,latency,latency,latency:latency
1774477219.2799885,UP,9.715420000007725,1.220999999990454,13.513616561889648,UP,28.243758154358115,9.715420000007725,0.800694043809723,120.00000002444722,-0.5274386630318819,PNL_SL,74.94056966938918,14.99999582875085,85.00000417124915,-1.4508881626196413,0.59,0.59059,0.56,0.55944,16.93222032205083,16.93222032205083,10.0,10.0,9.472561336968118,0.58,0.59,0.41,0.42,0.56,0.58,0.42,0.44,latency,latency,latency:latency
1774477272.3879993,DOWN,-6.827189999996335,-3.210000000006403,10.314407587051392,DOWN,-0.03847851173814797,6.827189999996335,0.9296974224809138,284.00000001420267,-1.1115447052947047,PNL_SL,47.66127611919797,14.998180928648004,85.001819071352,0.0,0.64,0.64064,0.57,0.56943,15.60939060939061,15.60939060939061,10.0,10.0,8.888455294705295,0.36,0.37,0.63,0.64,0.42,0.43,0.57,0.58,latency,latency,latency:latency
1774477301.3505535,UP,16.58906269345607,1.9939999999915017,9.287285089492798,UP,50.66794173424227,16.58906269345607,0.9354226524305983,994.9999999953434,1.2275224775224807,RSI_RANGE_EXIT,81.3040601564627,14.996282334180695,85.00371766581931,3.619886116670088,0.48,0.4804799999999999,0.54,0.53946,20.812520812520816,20.812520812520816,10.0,10.0,11.22752247752248,0.43,0.48,0.52,0.57,0.54,0.55,0.45,0.46,latency,latency,latency:latency
1774477338.2377043,UP,8.209849999999278,2.270700000008219,2.598773717880249,UP,96.41338127682704,8.209849999999278,0.9662962555452264,78.00000000861473,0.6928785500214083,RSI_RANGE_EXIT,81.34677223107647,14.994517688368273,85.00548231163172,-0.0008743716157439962,0.42,0.42041999999999996,0.45,0.44955,23.78573807145236,23.78573807145236,10.0,10.0,10.692878550021408,0.41,0.42,0.58,0.59,0.45,0.46,0.54,0.55,latency,latency,latency:latency
1774477344.6094308,UP,12.778128456193372,-0.685061353535275,4.409465551376343,UP,40.799663911204654,13.938999999998487,0.936281111276203,240.0000000197906,1.380724538619278,RSI_RANGE_EXIT,100.0,14.995146147411496,85.00485385258851,10.634032461090193,0.57,0.5705699999999999,0.65,0.64935,17.526333315807,17.526333315807,10.0,9.999999999999998,11.380724538619276,0.56,0.57,0.43,0.44,0.65,0.66,0.34,0.35,soft,soft_flow,soft:soft_flow
1774477440.7732882,UP,13.68251824566687,-2.325124946219148,30.139520168304443,UP,95.58619040867295,13.68251824566687,0.25372229916860906,454.9999999871943,-0.732838589981446,PNL_SL,100.0,14.99671962346149,85.00328037653851,0.0,0.84,0.8408399999999999,0.78,0.77922,11.89286903572618,11.89286903572618,10.0,10.0,9.267161410018554,0.83,0.84,0.16,0.17,0.78,0.81,0.19,0.22,latency,latency,latency:latency
1774477552.3361094,UP,8.47552602540236,4.429920000009588,42.59750580787659,UP,62.924599477720484,16.765526025395957,0.7897371597526085,809.9999999976717,0.7848603009893367,RSI_RANGE_EXIT,100.0,14.999341796962181,85.00065820303782,23.742026325448666,0.62,0.62062,0.67,0.6693300000000001,16.112919338725792,16.112919338725792,10.0,10.0,10.784860300989337,0.61,0.62,0.38,0.39,0.67,0.68,0.32,0.33,latency,latency,latency:latency
1774477595.429322,DOWN,-8.275949233866413,-8.275949233866413,0.28664541244506836,DOWN,-47.16139427510194,8.275949233866413,0.024057998893856184,100.00000000582077,1.0305483989694544,RSI_RANGE_EXIT,6.91861419077253,14.99709168453252,85.00290831546748,0.0,0.19,0.19018999999999997,0.21,0.20979,52.57899994742101,52.57899994742101,10.0,10.0,11.030548398969454,0.81,0.82,0.18,0.19,0.78,0.79,0.21,0.22,latency,latency,latency:latency
1774477606.6982677,DOWN,-24.0246605379798,-25.094026822975138,0.6686041355133057,DOWN,-74.16297158001755,24.0246605379798,0.15361342618976592,760.999999998603,0.9780219780219799,RSI_RANGE_EXIT,6.812062247515556,14.994165568229457,85.00583443177054,0.0,0.3,0.30029999999999996,0.33,0.32967,33.300033300033306,33.300033300033306,10.0,10.0,10.97802197802198,0.7,0.71,0.29,0.3,0.66,0.67,0.33,0.34,latency,latency,latency:latency
1774477621.059736,UP,9.307629999995697,-7.132468656098354,3.960581064224243,UP,17.517351175888823,9.327629999999772,0.48570015874128686,1161.999999982072,-0.6943056943056938,PNL_SL,20.038169336807712,14.996856346231672,85.00314365376833,-0.915306564046432,0.74,0.74074,0.69,0.68931,13.5000135000135,13.5000135000135,10.0,10.0,9.305694305694306,0.73,0.74,0.26,0.27,0.69,0.7,0.3,0.31,latency,latency,latency:latency
1774477622.6517808,DOWN,-8.097999999998137,-17.095880000008037,0.9909405708312988,DOWN,-20.416011366345813,8.097999999998137,0.03451608449525571,237.99999998300336,1.0889110889110913,RSI_RANGE_EXIT,5.7822103950373815,14.994535619087017,85.00546438091298,0.0,0.36,0.36035999999999996,0.4,0.3996,27.750027750027755,27.750027750027755,10.0,10.0,11.088911088911091,0.64,0.65,0.35,0.36,0.59,0.6,0.4,0.41,latency,latency,latency:latency
1774477677.45474,UP,11.113519999998971,9.741466767038219,7.441714763641357,UP,37.437037994886055,12.173519999996643,0.9718752562358983,704.9999999871943,0.8116883116883127,RSI_RANGE_EXIT,89.55431860467473,14.996235253222155,85.00376474677785,0.0,0.6,0.6005999999999999,0.65,0.64935,16.650016650016653,16.650016650016653,10.0,10.0,10.811688311688313,0.59,0.6,0.4,0.41,0.65,0.66,0.34,0.35,latency,latency,latency:latency
1774477715.3327029,DOWN,-7.9335787394229556,-8.03520111569378,1.5419971942901611,DOWN,-29.97639164013299,9.62400000001071,0.6885933302747026,807.9999999899883,3.1165976880262622,RSI_RANGE_EXIT,100.0,14.994749416162788,85.00525058383721,0.0,0.35,0.35034999999999994,0.46,0.45954,28.542885685742835,28.542885685742835,10.0,10.0,13.116597688026262,0.65,0.66,0.34,0.35,0.49,0.54,0.46,0.51,latency,latency,latency:latency
1774477752.4207048,DOWN,-7.67341405422485,-11.511737865017494,1.0209150314331055,DOWN,-53.365828910156175,7.67341405422485,0.7577078791637959,264.999999984866,6.418742547774809,RSI_RANGE_EXIT,19.271978382292218,14.998384084191391,85.00161591580861,-8.015706181667888,0.31,0.31031,0.51,0.50949,32.225838677451584,32.225838677451584,10.0,10.0,16.41874254777481,0.69,0.7,0.3,0.31,0.48,0.5,0.51,0.52,latency,latency,latency:latency
1774477895.0776634,UP,36.53959000000032,42.935164703201735,1.6183369159698486,UP,112.58877000391027,40.07189729523088,0.2920759659441747,354.99999998137355,1.1938061938061928,RSI_RANGE_EXIT,100.0,14.995797817793427,85.00420218220657,22.73539397107855,0.74,0.74074,0.83,0.82917,13.5000135000135,13.5000135000135,10.0,10.0,11.193806193806193,0.7,0.74,0.26,0.3,0.83,0.84,0.16,0.17,latency,latency,latency:latency
1774477896.6807597,UP,23.250070000009146,37.56083309937094,1.4910993576049805,UP,91.26960476062608,42.935164703201735,0.8432620413811744,78.99999999790452,0.6928785500214083,RSI_RANGE_EXIT,100.0,14.996393897281605,85.0036061027184,0.0,0.84,0.8408399999999999,0.9,0.8991,11.89286903572618,11.89286903572618,10.0,10.0,10.692878550021408,0.83,0.84,0.16,0.17,0.9,0.91,0.09,0.1,latency,latency,latency:latency
1774477906.1928344,UP,12.189999999987776,-11.240270000009332,7.002062559127808,UP,-56.12886173815465,53.08083309937501,0.9910235524564923,54.00000000372529,0.3054554141510657,RSI_RANGE_EXIT,4.1719790944340645,14.99383934931267,85.00616065068733,-47.91401045278297,0.92,0.92092,0.95,0.94905,10.858706510880424,10.858706510880424,10.0,10.0,10.305455414151066,0.91,0.92,0.08,0.09,0.95,0.96,0.04,0.05,latency,latency,latency:latency
1774477908.3027816,DOWN,-16.975785086367978,-15.335557195910951,1.3797593116760254,DOWN,0.0,16.975785086367978,0.18378462496014222,84.99999999185093,7.964035964035961,RSI_RANGE_EXIT,18.443742978871512,14.995321833903411,85.0046781660966,-7.655327152099574,0.05,0.05005,0.09,0.08990999999999999,199.8001998001998,199.8001998001998,10.0,10.0,17.96403596403596,0.95,0.96,0.04,0.05,0.9,0.91,0.09,0.1,latency,latency,latency:latency
1774477910.384412,DOWN,-15.335557195910951,-11.669999999998254,2.0211074352264404,DOWN,0.0,19.105785086358082,0.27732152449462505,868.9999999769498,-1.0179820179820194,PNL_SL,32.62638161137038,14.995175859504503,85.0048241404955,6.637053136415716e-05,0.1,0.1001,0.09,0.08990999999999999,99.9000999000999,99.9000999000999,10.0,10.0,8.98201798201798,0.9,0.91,0.09,0.1,0.9,0.91,0.09,0.1,latency,latency,latency:latency
1774477912.5578322,DOWN,-15.26281571648724,-8.169918217536178,2.046719789505005,DOWN,-63.60742102946502,19.105785086358082,0.32107456567240955,43.999999994412065,-1.0179820179820194,PNL_SL,100.0,14.995965567650256,85.00403443234974,0.0,0.1,0.1001,0.09,0.08990999999999999,99.9000999000999,99.9000999000999,10.0,10.0,8.98201798201798,0.9,0.91,0.09,0.1,0.9,0.91,0.09,0.1,soft,soft_flow,soft:soft_flow
1774477922.2588286,DOWN,-23.71630466087663,-26.160072388476692,2.02455997467041,DOWN,-44.92922912126194,23.71630466087663,0.06385321100891396,1138.0000000062864,-3.6490781945327386,PNL_SL,0.37829277396778593,14.992969093520914,85.00703090647909,0.0,0.11,0.11010999999999999,0.07,0.06993,90.81827263645447,90.81827263645447,10.0,10.0,6.350921805467261,0.89,0.92,0.08,0.11,0.91,0.93,0.07,0.09,latency,latency,latency:latency
